PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Is indexable page,Canonical URL,Canonical URL code,Canonical URL patch,Canonical URL patch status,No. of canonical inlinks,No. of all inlinks,First found at
0,https://www.visitbanjarmasin.id/ms/explore/tempat-nongkrong-di-kayutangi,Tempat Nongkrong di Kayutangi di Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/ms/explore/tempat-nongkrong-di-kayutangi,308,,,0,1,https://visitbanjarmasin.id/ms/explore/tempat-nongkrong-di-kayutangi
0,https://www.visitbanjarmasin.id/explore/oleh-oleh-khas-di-banjarmasin-tengah,Oleh-oleh Khas di Banjarmasin Tengah | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/explore/oleh-oleh-khas-di-banjarmasin-tengah,308,,,0,1,https://visitbanjarmasin.id/explore/oleh-oleh-khas-di-banjarmasin-tengah
0,https://www.visitbanjarmasin.id/ms/explore/wisata-malam-di-banjarmasin-tengah,Wisata Malam di Banjarmasin Tengah di Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/ms/explore/wisata-malam-di-banjarmasin-tengah,308,,,0,1,https://visitbanjarmasin.id/ms/explore/wisata-malam-di-banjarmasin-tengah
0,https://www.visitbanjarmasin.id/explore/tempat-wisata-di-sultan-adam,Tempat Wisata di Sultan Adam | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/explore/tempat-wisata-di-sultan-adam,308,,,0,1,https://visitbanjarmasin.id/explore/tempat-wisata-di-sultan-adam
0,https://www.visitbanjarmasin.id/ms/explore/hotel-murah-di-sungai-andai,Hotel Murah di Sungai Andai di Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/ms/explore/hotel-murah-di-sungai-andai,308,,,0,1,https://visitbanjarmasin.id/ms/explore/hotel-murah-di-sungai-andai
0,https://www.visitbanjarmasin.id/explore/wisata-malam-di-lok-baintan,Wisata Malam di Lok Baintan | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/explore/wisata-malam-di-lok-baintan,308,,,0,1,https://visitbanjarmasin.id/explore/wisata-malam-di-lok-baintan
0,https://www.visitbanjarmasin.id/explore/oleh-oleh-khas-di-banjarmasin-selatan,Oleh-oleh Khas di Banjarmasin Selatan | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/explore/oleh-oleh-khas-di-banjarmasin-selatan,308,,,0,1,https://visitbanjarmasin.id/explore/oleh-oleh-khas-di-banjarmasin-selatan
0,https://www.visitbanjarmasin.id/ms/explore/sewa-mobil-di-banjarmasin-barat,Sewa Mobil di Banjarmasin Barat di Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/ms/explore/sewa-mobil-di-banjarmasin-barat,308,,,0,1,https://visitbanjarmasin.id/ms/explore/sewa-mobil-di-banjarmasin-barat
0,https://www.visitbanjarmasin.id/explore/oleh-oleh-khas-di-gatot-subroto,Oleh-oleh Khas di Gatot Subroto | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/explore/oleh-oleh-khas-di-gatot-subroto,308,,,0,1,https://visitbanjarmasin.id/explore/oleh-oleh-khas-di-gatot-subroto
0,https://www.visitbanjarmasin.id/ms/explore/tempat-wisata-di-sungai-andai,Tempat Wisata di Sungai Andai di Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/ms/explore/tempat-wisata-di-sungai-andai,308,,,0,1,https://visitbanjarmasin.id/ms/explore/tempat-wisata-di-sungai-andai
0,https://www.visitbanjarmasin.id/en/explore/wisata-malam-di-banjarmasin-selatan,Wisata Malam di Banjarmasin Selatan in Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/en/explore/wisata-malam-di-banjarmasin-selatan,308,,,0,1,https://visitbanjarmasin.id/en/explore/wisata-malam-di-banjarmasin-selatan
0,https://www.visitbanjarmasin.id/ms/explore/sewa-mobil-di-banjarmasin-utara,Sewa Mobil di Banjarmasin Utara di Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/ms/explore/sewa-mobil-di-banjarmasin-utara,308,,,0,1,https://visitbanjarmasin.id/ms/explore/sewa-mobil-di-banjarmasin-utara
0,https://www.visitbanjarmasin.id/explore/wisata-kuliner-di-banjarmasin-barat,Wisata Kuliner di Banjarmasin Barat | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/explore/wisata-kuliner-di-banjarmasin-barat,308,,,0,1,https://visitbanjarmasin.id/explore/wisata-kuliner-di-banjarmasin-barat
0,https://www.visitbanjarmasin.id/en/explore/hotel-murah-di-banjarmasin-barat,Hotel Murah di Banjarmasin Barat in Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/en/explore/hotel-murah-di-banjarmasin-barat,308,,,0,1,https://visitbanjarmasin.id/en/explore/hotel-murah-di-banjarmasin-barat
0,https://www.visitbanjarmasin.id/explore/tempat-wisata-di-lok-baintan,Tempat Wisata di Lok Baintan | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/explore/tempat-wisata-di-lok-baintan,308,,,0,2,https://visitbanjarmasin.id/explore/tempat-wisata-di-lok-baintan
0,https://www.visitbanjarmasin.id/en/explore/tempat-wisata-di-banjarmasin-utara,Tempat Wisata di Banjarmasin Utara in Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/en/explore/tempat-wisata-di-banjarmasin-utara,308,,,0,1,https://visitbanjarmasin.id/en/explore/tempat-wisata-di-banjarmasin-utara
0,https://www.visitbanjarmasin.id/en/explore/sewa-mobil-di-sungai-andai,Sewa Mobil di Sungai Andai in Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/en/explore/sewa-mobil-di-sungai-andai,308,,,0,1,https://visitbanjarmasin.id/en/explore/sewa-mobil-di-sungai-andai
0,https://www.visitbanjarmasin.id/en/explore/hotel-murah-di-banjarmasin-tengah,Hotel Murah di Banjarmasin Tengah in Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/en/explore/hotel-murah-di-banjarmasin-tengah,308,,,0,1,https://visitbanjarmasin.id/en/explore/hotel-murah-di-banjarmasin-tengah
0,https://www.visitbanjarmasin.id/en/explore/tempat-nongkrong-di-banjarmasin-barat,Tempat Nongkrong di Banjarmasin Barat in Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/en/explore/tempat-nongkrong-di-banjarmasin-barat,308,,,0,1,https://visitbanjarmasin.id/en/explore/tempat-nongkrong-di-banjarmasin-barat
